RegionID,SizeRank,RegionName,RegionType,StateName,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21
394725,815,"Jesup, GA",Msa,GA,121821,122355,122841,123547,124198,124855,125453,126040,126698,127220,126957,126461,125969,126438,126975,127571,127857,128164,128392,128436,128712,129099,130422,131483,132533,133291,134225,135077,136329,137574,139054,139950,
394751,816,"Kirksville, MO",Msa,MO,121793,122072,122304,122740,123427,124109,124853,125305,125716,125771,125613,125501,125490,125976,126522,127172,127345,127460,127639,127797,128162,128531,129610,130235,130804,131215,131931,132793,133663,134631,135515,136159,
394320,818,"Alpena, MI",Msa,MI,101674,101797,101928,102322,102994,103575,103983,104316,104843,105508,105764,105844,105748,105629,105443,105224,104993,104785,104707,105176,105832,106833,108178,109464,110462,111051,111695,112343,113028,113774,114566,115297,
395100,819,"Silver City, NM",Msa,NM,141126,141849,142588,143212,143924,144867,145460,146066,146452,148049,149189,150551,151069,151647,151894,152199,152589,153399,153608,153875,154094,154815,156068,157397,158835,159723,160256,160943,162267,163999,165216,165853,168179
394706,820,"Indianola, MS",Msa,MS,,61834,61896,61971,62148,62364,62614,62832,63009,63252,63630,64001,64344,64513,65333,66094,67127,67467,67760,67560,67415,67365,67754,68171,68387,69626,70729,72261,72787,73562,73815,74287,75231
753879,821,"Elkins, WV",Msa,WV,109234,109509,110103,110174,110477,110803,111188,111575,111774,112057,111402,111195,111282,110166,108295,106198,105871,104145,102444,100796,100875,101148,101927,102393,102751,103302,104126,104979,105607,106325,106976,107374,108038
394774,822,"Las Vegas, NM",Msa,NM,153335,151886,150376,151130,152860,155305,156019,155963,156333,157417,157825,157291,156452,156403,156144,155615,154882,156761,157701,158792,159409,161155,164238,166413,168317,168997,169474,170151,171507,173351,175017,176487,179371
394846,823,"McPherson, KS",Msa,KS,154491,154860,155114,155362,155699,156464,157215,158155,158875,159776,160092,160339,160321,160489,160399,160421,160304,160499,160882,161710,161976,162302,163025,164218,165183,165956,166896,167892,168781,169845,170862,171756,
395093,824,"Sheridan, WY",Msa,WY,278484,279895,281599,283338,285168,286696,288572,289875,291653,292713,293823,294525,295392,296199,297154,297951,298425,298650,298789,299729,300682,302372,304728,307264,309510,311708,313648,315426,317075,319163,321482,323386,
395206,825,"Washington Court House, OH",Msa,OH,118717,119397,120115,120711,121389,122042,122885,123720,124518,125262,125647,125910,126019,126063,126056,126056,126744,127552,128525,128943,129354,129760,131333,133003,134580,135563,136517,137517,138236,139144,140265,141396,
394381,826,"Bennettsville, SC",Msa,SC,69199,68466,68569,68446,69663,69851,70542,70742,71495,71910,72535,72536,72452,71939,71871,71765,72502,73000,74180,74347,74655,74835,75555,75904,75704,75614,74853,74186,73789,74317,75148,75752,77485
395185,827,"Van Wert, OH",Msa,OH,107672,108104,108678,109176,109598,109904,110463,111054,111685,112188,112415,112607,112663,112766,112858,113071,113766,114317,114890,114920,115111,115540,117049,118509,119631,120367,120905,121532,121889,122516,123149,123732,
394853,828,"Merrill, WI",Msa,WI,132707,133449,134243,135038,135744,136211,136763,137254,137706,138011,137998,137905,137903,137955,138377,138717,138900,138875,138865,139017,138956,139193,140609,142465,143886,144677,145381,146289,146777,147324,147824,148555,
753901,829,"Ludington, MI",Msa,MI,138747,139113,139629,140384,141034,141704,142377,143069,143737,144378,144690,144882,145057,145140,145264,145371,145537,145503,145708,146242,147465,148635,152398,155757,158952,159757,160106,160521,161027,161899,162858,163802,168982
394858,830,"Middlesborough, KY",Msa,KY,63056,63487,63893,63910,63964,64044,64291,64626,65141,66091,66535,66920,66494,66384,66271,66324,66424,67233,68063,69203,69572,70132,70620,71286,71644,71947,72096,72517,72840,73163,73580,74006,
